Sr. No.,Year,Author,Exp,Data,Vel,Temp,RH,hours,Fit,Variety,Technique,Pretreatment,P_temp,P_time,kg_r,kg_m,Diff_r,Diff_m,Do,TD,alpha,aLR,aRL,mwR,Density,Berry Count,Radius,Dry_Mass,Weight_i,Vol_i,Water_i,MR_i,MC_i,MC_i,Weight_f,Vol_f,Water_f,MC_eq_Lit,MC_eq_Lit,MR_f,MC_f,MC_f,Pretreatment
201,1997,Vázquez G.,42,12,3,60,27,54,0.065,Aledo,Convective,Chemical,60,60,,12,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.301,800,744.186,621.699,1,3.4868,0.7771,218.953,169.731,40.653,0.2121,0.175,0.0048,0.228,0.1857,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 60°C, for 60 seconds), washed again for 10 seconds, and then dried"
202,1997,Vázquez G.,43,11,3,60,27,54,0.007,Aledo,Convective,Chemical,60,180,,20,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.019,800,744.186,621.981,1,3.4939,0.7775,216.133,167.545,38.114,0.2121,0.175,0.0006,0.2141,0.1763,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 60°C, for 180 seconds), washed again for 10 seconds, and then dried"
203,1997,Vázquez G.,44,13,3,60,27,54,0.028,Aledo,Convective,Chemical,60,600,,32,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.059,800,744.186,621.941,1,3.4929,0.7774,202.435,156.926,24.376,0.1369,0.1204,0,0.1369,0.1204,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 60°C, for 600 seconds), washed again for 10 seconds, and then dried"
204,1998,Kiranoudis C. T.,1,19,0.1,75,2.5,42,0.041,Unreported,Convective,Untreated,Untreated,Untreated,,7,,1.57E-04,7.60E+08,2955,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,203.499,1000,930.233,796.501,1,3.914,0.7965,242.239,187.782,38.74,0.1765,0.15,0.0037,0.1904,0.1599,Untreated
205,1999,Fontaine J.,1,43,2,50,16,42,0.095,Thomson,Convective,Untreated,Untreated,Untreated,,38,,1.07E-04,6.10E+08,2795,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,221.872,171.994,71.872,0.1765,0.15,0.0551,0.4791,0.3239,Untreated
206,1999,Fontaine J.,2,32,2,60,16,31,0.081,Thomson,Convective,Untreated,Untreated,Untreated,,35,,1.39E-04,6.10E+08,2795,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,230.527,178.703,80.527,0.1765,0.15,0.0656,0.5368,0.3493,Untreated
207,1999,Gabas A. L.,1,9,0.5,60,27,177,0.209,Italia,Convective,Chemical,50,30,,2.5,,1.91E-05,5.10E+08,3395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,226.247,1000,930.233,773.753,1,3.42,0.7738,289.535,224.446,63.288,0.2797,0.2186,0,0.2797,0.2186,"2% CaCO3 + 3% ethyl oleate (50°C, 30 sec)"
208,1999,Gabas A. L.,2,13,0.25,60,27,250,0.482,Italia,Convective,Chemical,50,30,,2,,1.91E-05,5.10E+08,3395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.238,1000,930.233,809.762,1,4.2566,0.8098,228.544,177.166,38.306,0.2014,0.1676,0,0.2014,0.1676,"2% CaCO3 + 2% ethyl oleate (50°C, 30 sec)"
209,1999,Gabas A. L.,3,17,0.1,60,27,345,0.924,Italia,Convective,Chemical,50,30,,1.5,,1.91E-05,5.10E+08,3395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.002,1000,930.233,809.998,1,4.2631,0.81,246.644,191.197,56.642,0.2981,0.2296,0,0.2981,0.2296,"2% CaCO3 + 1% ethyl oleate (50°C, 30 sec)"
210,1999,Gabas A. L.,4,17,0.1,60,27,342,0.172,Italia,Convective,Chemical,50,30,,1.3,,1.91E-05,5.10E+08,3395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,212.935,1000,930.233,787.065,1,3.6963,0.7871,313.349,242.906,100.414,0.4716,0.3205,0,0.4716,0.3205,"2% CaCO3 emulsion (50°C, 30 sec)"
211,1999,Pangavhane D. R.,1,9,0.5,60,29,8,0.105,Thomson,Convective,Chemical,25,180,,133.5,,2.34E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,22.394,77,71.628,54.606,1,2.4384,0.7092,24.795,19.221,2.401,0.1072,0.0968,0,0.1072,0.0968,0.5% NotApplicableOH
212,1999,Pangavhane D. R.,2,27,0.5,60,29,26,0.018,Thomson,Convective,Chemical,25,180,,39.5,,2.34E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7561,0.7897,18.521,14.357,2.331,0.144,0.1259,0,0.144,0.1259,2.5% K2CO3 + 2% commercial dipping oil
213,1999,Pangavhane D. R.,3,28,0.5,60,29,27,0.025,Thomson,Convective,Chemical,25,180,,37.5,,2.34E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.44,77,71.628,60.56,1,3.6838,0.7865,18.971,14.706,2.532,0.154,0.1334,0,0.154,0.1334,2.5% K2CO3 + 2% ethyl oleate
214,1999,Pangavhane D. R.,4,31,0.5,60,29,30,0.063,Thomson,Convective,Chemical,25,180,,34,,2.34E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.25,77,71.628,60.75,1,3.7386,0.789,18.654,14.461,2.405,0.148,0.1289,0,0.148,0.1289,7% K2CO3 + 0.4% olive oil
215,1999,Pangavhane D. R.,5,47,0.5,60,29,46,0.04,Thomson,Convective,Untreated,Untreated,Untreated,,16,,2.34E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,15.644,77,71.628,61.356,1,3.922,0.7968,18.125,14.051,2.481,0.1586,0.1369,0,0.1586,0.1369,Untreated
216,1999,Pangavhane D. R.,6,48,0.5,50,47,47,0.105,Thomson,Convective,Chemical,25,180,,55.5,,1.82E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7561,0.7897,18.757,14.541,2.568,0.1586,0.1369,0,0.1586,0.1369,2.5% K2CO3 + 2% commercial dipping oil
217,1999,Pangavhane D. R.,7,20,0.5,70,18.6,19,0.03,Thomson,Convective,Chemical,25,180,,35,,2.97E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7561,0.7897,18.918,14.665,2.728,0.1685,0.1442,0,0.1685,0.1442,2.5% K2CO3 + 2% commercial dipping oil
218,1999,Pangavhane D. R.,8,11,0.5,80,12.2,10,0.003,Thomson,Convective,Chemical,25,180,,39,,3.72E-04,8.30E+08,2723,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7561,0.7897,18.275,14.167,2.085,0.1288,0.1141,0,0.1288,0.1141,2.5% K2CO3 + 2% commercial dipping oil
219,1999,Sawhney R. L.,1,48,0.5,50,12.5,47,0.009,Thomson,Convective,Chemical,25,180,,21,,8.37E-05,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,15.572,77,71.628,61.428,1,3.9447,0.7978,18.255,14.151,2.683,0.0125,0.0123,0.0406,0.1723,0.147,2.5% K2CO3 + 2% commercial dipping oil
220,1999,Sawhney R. L.,2,27,0.5,60,8.5,26,0.029,Thomson,Convective,Chemical,25,180,,24,,1.10E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7559,0.7897,18.666,14.469,2.475,0.0125,0.0123,0.0375,0.1529,0.1326,2.5% K2CO3 + 2% commercial dipping oil
221,1999,Sawhney R. L.,3,20,0.5,70,5,19,0.031,Thomson,Convective,Chemical,25,180,,20,,1.42E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.933,77,71.628,60.067,1,3.5473,0.7801,19.539,15.147,2.606,0.0125,0.0123,0.04,0.1539,0.1334,2.5% K2CO3 + 2% commercial dipping oil
222,1999,Sawhney R. L.,4,11,0.5,80,3.5,10,0.007,Thomson,Convective,Chemical,25,180,,37,,1.81E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,19.243,77,71.628,57.757,1,3.0014,0.7501,21.819,16.914,2.576,0.0125,0.0123,0.0406,0.1338,0.118,2.5% K2CO3 + 2% commercial dipping oil
223,1999,Sawhney R. L.,5,30,0.25,60,8,29,0.01,Thomson,Convective,Chemical,25,180,,23,,1.10E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7559,0.7897,18.817,14.587,2.627,0.0125,0.0123,0.04,0.1622,0.1396,2.5% K2CO3 + 2% commercial dipping oil
224,1999,Sawhney R. L.,6,27,0.75,60,9,26,0.02,Thomson,Convective,Chemical,25,180,,25,,1.10E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7559,0.7897,18.666,14.469,2.475,0.0125,0.0123,0.0375,0.1529,0.1326,2.5% K2CO3 + 2% commercial dipping oil
225,1999,Sawhney R. L.,7,22,1,60,8.5,21,0.016,Thomson,Convective,Chemical,25,180,,35,,1.10E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.19,77,71.628,60.81,1,3.7559,0.7897,19.038,14.758,2.848,0.0125,0.0123,0.0437,0.1759,0.1496,2.5% K2CO3 + 2% commercial dipping oil
226,1999,Sawhney R. L.,8,45,1,50,13,44,0.006,Thomson,Convective,Chemical,25,180,,24,,8.37E-05,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,15.572,77,71.628,61.428,1,3.9447,0.7978,18.197,14.106,2.625,0.0125,0.0123,0.0397,0.1685,0.1442,2.5% K2CO3 + 2% commercial dipping oil
227,1999,Sawhney R. L.,9,17,1,70,5,16,0.018,Thomson,Convective,Chemical,25,180,,32,,1.42E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.933,77,71.628,60.067,1,3.5473,0.7801,19.995,15.5,3.062,0.0125,0.0123,0.0476,0.1808,0.1531,2.5% K2CO3 + 2% commercial dipping oil
228,1999,Sawhney R. L.,10,10,1,80,4,9,0.014,Thomson,Convective,Chemical,25,180,,37,,1.81E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,19.243,77,71.628,57.757,1,3.0014,0.7501,21.766,16.873,2.523,0.0125,0.0123,0.0397,0.1311,0.1159,2.5% K2CO3 + 2% commercial dipping oil
229,1999,Sawhney R. L.,11,20,0.25,70,4.5,19,0.012,Thomson,Convective,Chemical,25,180,,19,,1.42E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.933,77,71.628,60.067,1,3.5473,0.7801,19.713,15.282,2.78,0.0125,0.0123,0.0429,0.1642,0.141,2.5% K2CO3 + 2% commercial dipping oil
230,1999,Sawhney R. L.,12,17,0.75,70,5.5,16,0.015,Thomson,Convective,Chemical,25,180,,25,,1.42E-04,7.50E+08,2941,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,16.933,77,71.628,60.067,1,3.5473,0.7801,19.171,14.861,2.238,0.0125,0.0123,0.0338,0.1321,0.1167,2.5% K2CO3 + 2% commercial dipping oil
231,2000,Bawa A. S.,1,10,0.1,60,27,15,0.04,Thomson,Convective,Chemical,80,15,,68.5,,5.74E-04,7.60E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,204.86,1000,930.233,795.14,1,3.8814,0.7951,237.902,184.42,33.042,0.1613,0.1389,0,0.1613,0.1389,"1% NotApplicableOH (80°C, 15 sec) + 0.2% K2S2O5 (Control)"
232,2000,Bawa A. S.,2,10,0.1,60,27,15,0.024,Thomson,Convective,Chemical,80,15,,65,,5.74E-04,7.60E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,329.29,1000,930.233,670.71,1,2.0368,0.6707,367.507,284.889,38.217,0.1161,0.104,0,0.1161,0.104,"1% NotApplicableOH (80°C, 15 sec) + 0.2% K2S2O5 + 60°B honey solution"
233,2000,Bawa A. S.,3,10,0.1,60,27,15,0.055,Thomson,Convective,Chemical,80,15,,75.5,,5.74E-04,7.60E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,313.69,1000,930.233,686.31,1,2.1879,0.6863,337.055,261.283,23.365,0.0745,0.0693,0,0.0745,0.0693,"1% NotApplicableOH (80°C, 15 sec) + 0.2% K2S2O5 + 60°B sugar solution"
234,2000,Matteo M. D.,1,23,0.5,50,0,90,0.162,Nevado,Convective,Untreated,Untreated,Untreated,,10.5,,4.47E-04,7.40E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,50,0.822,20,125,116.279,105,1,5.25,0.84,26.468,20.518,6.468,0.25,0.2,0.0147,0.3234,0.2444,Untreated
235,2000,Matteo M. D.,2,18,0.5,50,0,34,0.146,Nevado,Convective,Chemical,25,180,,35,,4.47E-04,7.40E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,50,0.822,20,125,116.279,105,1,5.25,0.84,25.942,20.11,5.942,0.25,0.2,0.0094,0.2971,0.229,2.5% K2CO3 + 2% ethyl oleate
236,2000,Matteo M. D.,3,18,0.5,50,0,34,0.228,Nevado,Convective,Physical,NotApplicable,NotApplicable,,35.5,,4.47E-04,7.40E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,50,0.822,20,125,116.279,105,1,5.25,0.84,24.558,19.037,4.558,0.2279,0.1856,0,0.2279,0.1856,Grapes abraded in a shaker
237,2000,Pangavhane D. R.,1,48,0.5,50,13,47,0.018,Thomson,Convective,Chemical,25,180,,26,,1.41E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,17.759,77,71.628,59.241,1,3.3358,0.7694,20.637,15.998,2.878,0.0025,0.0025,0.0479,0.1621,0.1395,2.5% K2CO3 + 2% commercial dipping oil
238,2000,Pangavhane D. R.,2,27,0.5,60,13,26,0.011,Thomson,Convective,Chemical,25,180,,24,,1.81E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.031,77,71.628,58.969,1,3.2704,0.7658,20.503,15.894,2.472,0.0025,0.0025,0.0412,0.1371,0.1205,2.5% K2CO3 + 2% commercial dipping oil
239,2000,Pangavhane D. R.,3,20,0.5,70,13,19,0.007,Thomson,Convective,Chemical,25,180,,26,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.843,16.157,2.405,0.0025,0.0025,0.0403,0.1304,0.1154,2.5% K2CO3 + 2% commercial dipping oil
240,2000,Pangavhane D. R.,4,13,0.5,80,13,12,0.004,Thomson,Convective,Chemical,25,180,,31,,2.86E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,19.663,77,71.628,57.337,1,2.916,0.7446,21.728,16.844,2.065,0.0025,0.0025,0.0352,0.105,0.095,2.5% K2CO3 + 2% commercial dipping oil
241,2000,Pangavhane D. R.,5,31,0.25,70,23,30,0.011,Thomson,Convective,Chemical,25,180,,23,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,17.759,77,71.628,59.241,1,3.3358,0.7694,19.887,15.416,2.128,0.0025,0.0025,0.0352,0.1198,0.107,2.5% K2CO3 + 2% commercial dipping oil
242,2000,Pangavhane D. R.,6,26,0.5,70,23,25,0.01,Thomson,Convective,Chemical,25,180,,25,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.031,77,71.628,58.969,1,3.2703,0.7658,20.362,15.785,2.331,0.0025,0.0025,0.0388,0.1293,0.1145,2.5% K2CO3 + 2% commercial dipping oil
243,2000,Pangavhane D. R.,7,24,0.75,70,23,23,0.013,Thomson,Convective,Chemical,25,180,,31,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.494,15.887,2.056,0.0025,0.0025,0.0343,0.1115,0.1003,2.5% K2CO3 + 2% commercial dipping oil
244,2000,Pangavhane D. R.,8,22,1,70,23,21,0.022,Thomson,Convective,Chemical,25,180,,29,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,19.663,77,71.628,57.337,1,2.916,0.7446,21.063,16.328,1.4,0.0025,0.0025,0.0236,0.0712,0.0665,2.5% K2CO3 + 2% commercial dipping oil
245,2000,Pangavhane D. R.,9,18,0.75,70,13,17,0.005,Thomson,Convective,Chemical,25,180,,28,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.701,16.048,2.263,0.0025,0.0025,0.0379,0.1227,0.1093,2.5% K2CO3 + 2% commercial dipping oil
246,2000,Pangavhane D. R.,10,20,0.75,70,18,19,0.015,Thomson,Convective,Chemical,25,180,,32,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.838,16.153,2.4,0.0025,0.0025,0.0402,0.1301,0.1152,2.5% K2CO3 + 2% commercial dipping oil
247,2000,Pangavhane D. R.,11,50,0.25,50,18,58,0.003,Thomson,Convective,Chemical,25,180,,19,,1.41E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,17.759,77,71.628,59.241,1,3.3358,0.7694,20.309,15.744,2.55,0.0025,0.0025,0.0423,0.1436,0.1256,2.5% K2CO3 + 2% commercial dipping oil
248,2000,Pangavhane D. R.,12,39,0.25,60,18,38,0.014,Thomson,Convective,Chemical,25,180,,25,,1.81E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.031,77,71.628,58.969,1,3.2704,0.7658,20.404,15.817,2.373,0.0025,0.0025,0.0395,0.1316,0.1163,2.5% K2CO3 + 2% commercial dipping oil
249,2000,Pangavhane D. R.,13,25,0.25,70,18,24,0.005,Thomson,Convective,Chemical,25,180,,22,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.939,16.232,2.501,0.0025,0.0025,0.042,0.1356,0.1194,2.5% K2CO3 + 2% commercial dipping oil
250,2000,Pangavhane D. R.,14,13,0.25,80,18,12,0.008,Thomson,Convective,Chemical,25,180,,30,,2.86E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,19.663,77,71.628,57.337,1,2.916,0.7446,22.236,17.237,2.573,0.0025,0.0025,0.0441,0.1308,0.1157,2.5% K2CO3 + 2% commercial dipping oil
251,2000,Pangavhane D. R.,15,46,0.25,60,23,45,0.042,Thomson,Convective,Chemical,25,180,,28,,1.81E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,17.759,77,71.628,59.241,1,3.3358,0.7694,19.99,15.496,2.231,0.0025,0.0025,0.0369,0.1256,0.1116,2.5% K2CO3 + 2% commercial dipping oil
252,2000,Pangavhane D. R.,16,39,0.5,60,23,38,0.007,Thomson,Convective,Chemical,25,180,,26,,1.81E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.031,77,71.628,58.969,1,3.2704,0.7658,20.466,15.865,2.434,0.0025,0.0025,0.0406,0.135,0.119,2.5% K2CO3 + 2% commercial dipping oil
253,2000,Pangavhane D. R.,17,36,0.75,60,23,35,0.011,Thomson,Convective,Chemical,25,180,,30,,1.81E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.77,16.101,2.332,0.0025,0.0025,0.0391,0.1265,0.1123,2.5% K2CO3 + 2% commercial dipping oil
254,2000,Pangavhane D. R.,18,33,1,60,23,32,0.005,Thomson,Convective,Chemical,25,180,,30,,1.81E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,19.663,77,71.628,57.337,1,2.916,0.7446,21.744,16.856,2.081,0.0025,0.0025,0.0355,0.1058,0.0957,2.5% K2CO3 + 2% commercial dipping oil
255,2000,Pangavhane D. R.,19,22,0.5,70,18,21,0.02,Thomson,Convective,Chemical,25,180,,29,,2.29E-04,6.00E+08,2701,1.79E-02,2.30E-02,1.49E-01,29.6,1075,30,0.829,18.438,77,71.628,58.562,1,3.1761,0.7605,20.258,15.704,1.82,0.0025,0.0025,0.0303,0.0987,0.0899,2.5% K2CO3 + 2% commercial dipping oil
256,2000,Vázquez G.,1,20,2.5,60,22,110,0.071,Muscatel,Convective,Chemical,20,20,,6,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.667,3.6,3.349,2.933,1,4.4,0.8148,0.797,0.618,0.131,0.18,0.1525,0.0038,0.1959,0.1638,"0.5% (w/w) NotApplicableOH (20°C, 20 sec)"
257,2000,Vázquez G.,2,4,2.5,60,22,83,0.117,Muscatel,Convective,Chemical,20,60,,7,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.692,3.6,3.349,2.908,1,4.2,0.8077,0.828,0.642,0.136,0.18,0.1525,0.004,0.1959,0.1638,"0.5% (w/w) NotApplicableOH (20°C, 60 sec)"
258,2000,Vázquez G.,3,13,2.5,60,22,78,0.323,Muscatel,Convective,Chemical,20,180,,8,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.685,3.6,3.349,2.915,1,4.2537,0.8097,0.813,0.63,0.128,0.18,0.1525,0.0016,0.1866,0.1572,"0.5% (w/w) NotApplicableOH (20°C, 180 sec)"
259,2000,Vázquez G.,4,12,2.5,60,22,74,0.204,Muscatel,Convective,Chemical,20,600,,8,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.686,3.6,3.349,2.914,1,4.25,0.8095,0.814,0.631,0.128,0.18,0.1525,0.0016,0.1866,0.1572,"0.5% (w/w) NotApplicableOH (20°C, 600 sec)"
260,2000,Vázquez G.,5,10,2.5,60,22,46,0.026,Muscatel,Convective,Chemical,60,20,,10,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.818,3.6,3.349,2.782,1,3.4012,0.7728,1.047,0.811,0.229,0.18,0.1525,0.0309,0.2797,0.2185,"0.5% (w/w) NotApplicableOH (60°C, 20 sec)"
261,2000,Vázquez G.,6,12,2.5,60,22,51,0.12,Muscatel,Convective,Chemical,60,60,,11,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.822,3.6,3.349,2.778,1,3.38,0.7717,0.979,0.759,0.157,0.18,0.1525,0.0035,0.1912,0.1605,"0.5% (w/w) NotApplicableOH (60°C, 60 sec)"
262,2000,Vázquez G.,7,13,2.5,60,22,46,0.066,Muscatel,Convective,Chemical,60,180,,11,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.831,3.6,3.349,2.769,1,3.33,0.7691,1.016,0.787,0.184,0.18,0.1525,0.0132,0.2215,0.1813,"0.5% (w/w) NotApplicableOH (60°C, 180 sec)"
263,2000,Vázquez G.,8,12,2.5,60,22,40,0.043,Muscatel,Convective,Chemical,60,600,,18,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.918,3.6,3.349,2.682,1,2.92,0.7449,1.105,0.857,0.187,0.18,0.1525,0.0086,0.2035,0.1691,"0.5% (w/w) NotApplicableOH (60°C, 600 sec)"
264,2000,Vázquez G.,9,15,2.5,60,22,88,0.074,Muscatel,Convective,Untreated,Untreated,Untreated,,7,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.621,3.6,3.349,2.979,1,4.8,0.8276,0.773,0.599,0.152,0.18,0.1525,0.0141,0.2453,0.197,Untreated
265,2000,Vázquez G.,10,3,2.5,60,22,42,0.017,Muscatel,Convective,Chemical,20,20,,17,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.755,3.6,3.349,2.845,1,3.771,0.7904,0.909,0.705,0.155,0.18,0.1525,0.0069,0.2048,0.17,"7% (w/w) K2CO3 (20°C, 20 sec)"
266,2000,Vázquez G.,11,7,2.5,60,22,27,0.038,Muscatel,Convective,Chemical,20,60,,19,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.75,3.6,3.349,2.85,1,3.8,0.7917,1.015,0.787,0.265,0.18,0.1525,0.048,0.3538,0.2613,"7% (w/w) K2CO3 (20°C, 60 sec)"
267,2000,Vázquez G.,12,12,2.5,60,22,28,0.08,Muscatel,Convective,Chemical,20,180,,18,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.638,3.6,3.349,2.962,1,4.6462,0.8229,0.756,0.586,0.119,0.18,0.1525,0.0014,0.1862,0.157,"7% (w/w) K2CO3 (20°C, 180 sec)"
268,2000,Vázquez G.,13,8,2.5,60,22,38,0.112,Muscatel,Convective,Chemical,20,20,,16,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.756,3.6,3.349,2.844,1,3.76,0.7899,0.892,0.691,0.135,0.1789,0.1518,0,0.1789,0.1518,"7% (w/w) K2CO3 + 0.4% (v/v) olive oil (20°C, 20 sec)"
269,2000,Vázquez G.,14,8,2.5,60,22,38,0.039,Muscatel,Convective,Chemical,20,60,,19,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.75,3.6,3.349,2.85,1,3.8,0.7917,0.898,0.696,0.148,0.18,0.1525,0.0049,0.1977,0.1651,"7% (w/w) K2CO3 + 0.4% (v/v) olive oil (20°C, 60 sec)"
270,2000,Vázquez G.,15,7,2.5,60,22,20,0.079,Muscatel,Convective,Chemical,20,180,,24,,2.03E-04,6.60E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1440,0.822,0.639,3.6,3.349,2.961,1,4.6328,0.8225,0.747,0.579,0.108,0.1695,0.1449,0,0.1695,0.1449,"7% (w/w) K2CO3 + 0.4% (v/v) olive oil (20°C, 180 sec)"
